Sentence #,Word,POS,Tag
Sentence: 226,diabetic,JJ,disease
Sentence: 226,diabetic,JJ,disease
Sentence: 226,rats,NNS,O
Sentence: 226,maintained,VBD,O
Sentence: 226,on,IN,O
Sentence: 226,onion,NN,plant
Sentence: 226,diet,NN,O
Sentence: 226,had,VBD,O
Sentence: 226,a,DT,O
Sentence: 226,lowered,JJ,O
Sentence: 226,relative,JJ,O
Sentence: 226,liver,NN,O
Sentence: 226,weight,NN,O
Sentence: 226,at,IN,O
Sentence: 226,the,DT,O
Sentence: 226,end,NN,O
Sentence: 226,of,IN,O
Sentence: 226,the,DT,O
Sentence: 226,study,NN,O
Sentence: 226,compared,VBN,O
Sentence: 226,to,TO,O
Sentence: 226,diabetic,VB,disease
Sentence: 226,diabetic,VB,disease
Sentence: 226,control,NN,O
Sentence: 227,diabetic,JJ,disease
Sentence: 227,diabetic,JJ,disease
Sentence: 227,rats,NNS,O
Sentence: 227,maintained,VBD,O
Sentence: 227,on,IN,O
Sentence: 227,onion,NN,plant
Sentence: 227,diet,NN,O
Sentence: 227,had,VBD,O
Sentence: 227,a,DT,O
Sentence: 227,lowered,JJ,O
Sentence: 227,relative,JJ,O
Sentence: 227,liver,NN,O
Sentence: 227,weight,NN,O
Sentence: 227,at,IN,O
Sentence: 227,the,DT,O
Sentence: 227,end,NN,O
Sentence: 227,of,IN,O
Sentence: 227,the,DT,O
Sentence: 227,study,NN,O
Sentence: 227,compared,VBN,O
Sentence: 227,to,TO,O
Sentence: 227,diabetic,VB,disease
Sentence: 227,diabetic,VB,disease
Sentence: 227,control,NN,O
Sentence: 227,group,NN,O
Sentence: 228,diabetic,JJ,disease
Sentence: 228,diabetic,JJ,disease
Sentence: 228,rats,NNS,O
Sentence: 228,fed,VBP,O
Sentence: 228,onion,NN,plant
Sentence: 228,diet,NN,O
Sentence: 228,also,RB,O
Sentence: 228,exhibited,VBD,O
Sentence: 228,lowered,JJ,O
Sentence: 228,lipid,JJ,O
Sentence: 228,peroxides,NNS,O
Sentence: 228,in,IN,O
Sentence: 228,circulation,NN,O
Sentence: 228,and,CC,O
Sentence: 228,in,IN,O
Sentence: 228,urine,JJ,O
Sentence: 228,when,WRB,O
Sentence: 228,compared,VBN,O
Sentence: 228,to,TO,O
Sentence: 228,diabetic,VB,disease
Sentence: 228,diabetic,VB,disease
Sentence: 228,control,NN,O
Sentence: 229,diabetic,JJ,disease
Sentence: 229,diabetic,JJ,disease
Sentence: 229,rats,NNS,O
Sentence: 229,fed,VBP,O
Sentence: 229,onion,NN,plant
Sentence: 229,diet,NN,O
Sentence: 229,also,RB,O
Sentence: 229,exhibited,VBD,O
Sentence: 229,lowered,JJ,O
Sentence: 229,lipid,JJ,O
Sentence: 229,peroxides,NNS,O
Sentence: 229,in,IN,O
Sentence: 229,circulation,NN,O
Sentence: 229,and,CC,O
Sentence: 229,in,IN,O
Sentence: 229,urine,JJ,O
Sentence: 229,when,WRB,O
Sentence: 229,compared,VBN,O
Sentence: 229,to,TO,O
Sentence: 229,diabetic,VB,disease
Sentence: 229,diabetic,VB,disease
Sentence: 229,control,NN,O
Sentence: 230,blood,NN,O
Sentence: 230,cholesterol,NN,O
Sentence: 230,was,VBD,O
Sentence: 230,lowered,VBN,O
Sentence: 230,significantly,RB,O
Sentence: 230,by,IN,O
Sentence: 230,dietary,JJ,O
Sentence: 230,onion,NN,plant
Sentence: 230,in,IN,O
Sentence: 230,diabetic,JJ,disease
Sentence: 231,hepatic,JJ,O
Sentence: 231,cholesterol,NN,O
Sentence: 231,triglycerides,NNS,O
Sentence: 231,phospholipids,NNS,O
Sentence: 231,which,WDT,O
Sentence: 231,were,VBD,O
Sentence: 231,elevated,VBN,O
Sentence: 231,under,IN,O
Sentence: 231,diabetic,JJ,disease
Sentence: 231,condition,NN,O
Sentence: 231,were,VBD,O
Sentence: 231,countered,VBN,O
Sentence: 231,significantly,RB,O
Sentence: 231,by,IN,O
Sentence: 231,dietary,JJ,O
Sentence: 231,onion,NN,plant
Sentence: 232,thus,RB,O
Sentence: 232,the,DT,O
Sentence: 232,study,NN,O
Sentence: 232,reveals,VBZ,O
Sentence: 232,that,IN,O
Sentence: 232,onion,NN,plant
Sentence: 232,feeding,VBG,O
Sentence: 232,improves,VBZ,O
Sentence: 232,the,DT,O
Sentence: 232,metabolic,JJ,O
Sentence: 232,status,NN,O
Sentence: 232,in,IN,O
Sentence: 232,diabetic,JJ,disease
Sentence: 232,condition,NN,O
Sentence: 232,probably,RB,O
Sentence: 232,because,IN,O
Sentence: 232,of,IN,O
Sentence: 232,its,PRP$,O
Sentence: 232,hypoglycemic,NN,O
Sentence: 232,as,RB,O
Sentence: 232,well,RB,O
Sentence: 232,as,IN,O
Sentence: 232,hypocholesterolemic,NN,O
Sentence: 233,thus,RB,O
Sentence: 233,the,DT,O
Sentence: 233,study,NN,O
Sentence: 233,reveals,VBZ,O
Sentence: 233,that,IN,O
Sentence: 233,onion,NN,plant
Sentence: 233,feeding,VBG,O
Sentence: 233,improves,VBZ,O
Sentence: 233,the,DT,O
Sentence: 233,metabolic,JJ,O
Sentence: 233,status,NN,O
Sentence: 233,in,IN,O
Sentence: 233,diabetic,JJ,O
Sentence: 233,condition,NN,O
Sentence: 233,probably,RB,O
Sentence: 233,because,IN,O
Sentence: 233,of,IN,O
Sentence: 233,its,PRP$,O
Sentence: 233,hypoglycemic,NN,disease
Sentence: 233,as,RB,O
Sentence: 233,well,RB,O
Sentence: 233,as,IN,O
Sentence: 233,hypocholesterolemic,NN,O
Sentence: 234,thus,RB,O
Sentence: 234,the,DT,O
Sentence: 234,study,NN,O
Sentence: 234,reveals,VBZ,O
Sentence: 234,that,IN,O
Sentence: 234,onion,NN,plant
Sentence: 234,feeding,VBG,O
Sentence: 234,improves,VBZ,O
Sentence: 234,the,DT,O
Sentence: 234,metabolic,JJ,O
Sentence: 234,status,NN,O
Sentence: 234,in,IN,O
Sentence: 234,diabetic,JJ,O
Sentence: 234,condition,NN,O
Sentence: 234,probably,RB,O
Sentence: 234,because,IN,O
Sentence: 234,of,IN,O
Sentence: 234,its,PRP$,O
Sentence: 234,hypoglycemic,NN,O
Sentence: 234,as,RB,O
Sentence: 234,well,RB,O
Sentence: 234,as,IN,O
Sentence: 234,hypocholesterolemic,JJ,disease
Sentence: 234,effect,NN,O
Sentence: 235,garlic,JJ,plant
Sentence: 235,prevents,NNS,O
Sentence: 235,hypertension,NN,disease
Sentence: 235,induced,VBN,O
Sentence: 235,by,IN,O
Sentence: 235,chronic,JJ,O
Sentence: 235,inhibition,NN,O
Sentence: 235,of,IN,O
Sentence: 235,nitric,JJ,O
Sentence: 235,oxide,NN,O
Sentence: 236,it,PRP,O
Sentence: 236,has,VBZ,O
Sentence: 236,been,VBN,O
Sentence: 236,reported,VBN,O
Sentence: 236,that,IN,O
Sentence: 236,garlic,JJ,plant
Sentence: 236,activates,NNS,O
Sentence: 236,nitric,JJ,O
Sentence: 236,oxide,JJ,O
Sentence: 236,synthase,NN,O
Sentence: 236,in,IN,O
Sentence: 236,vitro,NN,O
Sentence: 236,and,CC,O
Sentence: 236,that,IN,O
Sentence: 236,chronic,JJ,O
Sentence: 236,inhibition,NN,O
Sentence: 236,of,IN,O
Sentence: 236,nitric,JJ,O
Sentence: 236,oxide,IN,O
Sentence: 236,no,DT,O
Sentence: 236,synthesis,NN,O
Sentence: 236,by,IN,O
Sentence: 236,n,JJ,O
Sentence: 236,omega,JJ,O
Sentence: 236,nitro,NN,O
Sentence: 236,l,NN,O
Sentence: 236,arginine,NN,O
Sentence: 236,methyl,NN,O
Sentence: 236,ester,NN,O
Sentence: 236,l,NN,O
Sentence: 236,name,NN,O
Sentence: 236,induces,VBZ,O
Sentence: 236,arterial,JJ,disease
Sentence: 236,hypertension,NN,disease
Sentence: 236,in,IN,O
Sentence: 237,it,PRP,O
Sentence: 237,was,VBD,O
Sentence: 237,found,VBN,O
Sentence: 237,that,IN,O
Sentence: 237,l,NN,O
Sentence: 237,name,NN,O
Sentence: 237,induced,VBD,O
Sentence: 237,arterial,JJ,disease
Sentence: 237,hypertension,NN,disease
Sentence: 237,on,IN,O
Sentence: 237,weeks,NNS,O
Sentence: 237,1,CD,O
Sentence: 237,4inch,CD,O
Sentence: 237,control,NN,O
Sentence: 237,rats,NNS,O
Sentence: 237,but,CC,O
Sentence: 237,not,RB,O
Sentence: 237,in,IN,O
Sentence: 237,garlic,JJ,plant
Sentence: 237,fed,NN,O
Sentence: 237,rats,NNS,O
Sentence: 237,whose,WP$,O
Sentence: 237,blood,NN,O
Sentence: 237,pressure,NN,O
Sentence: 237,remained,VBD,O
Sentence: 237,essentially,RB,O
Sentence: 237,as,IN,O
Sentence: 237,the,DT,O
Sentence: 237,basal,NN,O
Sentence: 238,it,PRP,O
Sentence: 238,was,VBD,O
Sentence: 238,concluded,VBN,O
Sentence: 238,that,IN,O
Sentence: 238,garlic,NN,plant
Sentence: 238,blocks,VBZ,O
Sentence: 238,the,DT,O
Sentence: 238,l,NN,O
Sentence: 238,name,NN,O
Sentence: 238,induced,VBN,O
Sentence: 238,hypertension,NN,disease
Sentence: 238,by,IN,O
Sentence: 238,antagonizing,VBG,O
Sentence: 238,in,IN,O
Sentence: 238,vivo,NN,O
Sentence: 238,the,DT,O
Sentence: 238,inhibitory,JJ,O
Sentence: 238,effect,NN,O
Sentence: 238,of,IN,O
Sentence: 238,l,NN,O
Sentence: 238,name,NN,O
Sentence: 238,on,IN,O
Sentence: 238,no,DT,O
Sentence: 239,we,PRP,O
Sentence: 239,studied,VBD,O
Sentence: 239,whether,IN,O
Sentence: 239,common,JJ,O
Sentence: 239,shared,VBD,O
Sentence: 239,environmental,JJ,O
Sentence: 239,or,CC,O
Sentence: 239,behavioral,JJ,O
Sentence: 239,risk,NN,O
Sentence: 239,factors,NNS,O
Sentence: 239,other,JJ,O
Sentence: 239,than,IN,O
Sentence: 239,tobacco,NN,plant
Sentence: 239,smoking,NN,O
Sentence: 239,underlie,JJ,O
Sentence: 239,both,DT,O
Sentence: 239,atherosclerotic,JJ,disease
Sentence: 239,diseases,NNS,disease
Sentence: 239,and,CC,O
Sentence: 240,we,PRP,O
Sentence: 240,studied,VBD,O
Sentence: 240,whether,IN,O
Sentence: 240,common,JJ,O
Sentence: 240,shared,VBD,O
Sentence: 240,environmental,JJ,O
Sentence: 240,or,CC,O
Sentence: 240,behavioral,JJ,O
Sentence: 240,risk,NN,O
Sentence: 240,factors,NNS,O
Sentence: 240,other,JJ,O
Sentence: 240,than,IN,O
Sentence: 240,tobacco,NN,plant
Sentence: 240,smoking,NN,O
Sentence: 240,underlie,JJ,O
Sentence: 240,both,DT,O
Sentence: 240,atherosclerotic,JJ,O
Sentence: 240,diseases,NNS,O
Sentence: 240,and,CC,O
Sentence: 240,cancer,NN,disease
Sentence: 241,there,EX,O
Sentence: 241,was,VBD,O
Sentence: 241,no,DT,O
Sentence: 241,consistent,JJ,O
Sentence: 241,excess,NN,O
Sentence: 241,over,IN,O
Sentence: 241,the,DT,O
Sentence: 241,expected,JJ,O
Sentence: 241,figures,NNS,O
Sentence: 241,for,IN,O
Sentence: 241,any,DT,O
Sentence: 241,of,IN,O
Sentence: 241,the,DT,O
Sentence: 241,categories,NNS,O
Sentence: 241,of,IN,O
Sentence: 241,cancer,NN,disease
Sentence: 241,not,RB,O
Sentence: 241,related,VBN,O
Sentence: 241,to,TO,O
Sentence: 241,tobacco,VB,plant
Sentence: 242,we,PRP,O
Sentence: 242,found,VBD,O
Sentence: 242,a,DT,O
Sentence: 242,moderate,JJ,O
Sentence: 242,increase,NN,O
Sentence: 242,in,IN,O
Sentence: 242,the,DT,O
Sentence: 242,risk,NN,O
Sentence: 242,for,IN,O
Sentence: 242,tobacco,NN,plant
Sentence: 242,related,VBN,O
Sentence: 242,cancers,NNS,O
Sentence: 242,which,WDT,O
Sentence: 242,was,VBD,O
Sentence: 242,strongest,JJS,O
Sentence: 242,for,IN,O
Sentence: 242,patients,NNS,O
Sentence: 242,with,IN,O
Sentence: 242,early,JJ,O
Sentence: 242,onset,NN,O
Sentence: 242,of,IN,O
Sentence: 242,acute,JJ,O
Sentence: 242,myocardial,JJ,disease
Sentence: 242,infarct,NN,disease
Sentence: 242,and,CC,O
Sentence: 242,for,IN,O
Sentence: 242,female,JJ,O
Sentence: 243,we,PRP,O
Sentence: 243,found,VBD,O
Sentence: 243,a,DT,O
Sentence: 243,moderate,JJ,O
Sentence: 243,increase,NN,O
Sentence: 243,in,IN,O
Sentence: 243,the,DT,O
Sentence: 243,risk,NN,O
Sentence: 243,for,IN,O
Sentence: 243,tobacco,NN,plant
Sentence: 243,related,VBN,O
Sentence: 243,cancers,NNS,disease
Sentence: 243,which,WDT,O
Sentence: 243,was,VBD,O
Sentence: 243,strongest,JJS,O
Sentence: 243,for,IN,O
Sentence: 243,patients,NNS,O
Sentence: 243,with,IN,O
Sentence: 243,early,JJ,O
Sentence: 243,onset,NN,O
Sentence: 243,of,IN,O
Sentence: 243,acute,JJ,O
Sentence: 243,myocardial,JJ,O
Sentence: 243,infarct,NN,O
Sentence: 243,and,CC,O
Sentence: 243,for,IN,O
Sentence: 243,female,JJ,O
Sentence: 244,an,DT,O
Sentence: 244,excess,JJ,O
Sentence: 244,risk,NN,O
Sentence: 244,of,IN,O
Sentence: 244,dying,VBG,O
Sentence: 244,of,IN,O
Sentence: 244,lung,NN,O
Sentence: 244,cancer,NN,O
Sentence: 244,and,CC,O
Sentence: 244,heart,NN,disease
Sentence: 244,diseases,VBZ,disease
Sentence: 244,probably,RB,O
Sentence: 244,reflects,VBZ,O
Sentence: 244,a,DT,O
Sentence: 244,high,JJ,O
Sentence: 244,tobacco,NN,plant
Sentence: 245,an,DT,O
Sentence: 245,excess,JJ,O
Sentence: 245,risk,NN,O
Sentence: 245,of,IN,O
Sentence: 245,dying,VBG,O
Sentence: 245,of,IN,O
Sentence: 245,lung,NN,disease
Sentence: 245,cancer,NN,disease
Sentence: 245,and,CC,O
Sentence: 245,heart,NN,O
Sentence: 245,diseases,VBZ,O
Sentence: 245,probably,RB,O
Sentence: 245,reflects,VBZ,O
Sentence: 245,a,DT,O
Sentence: 245,high,JJ,O
Sentence: 245,tobacco,NN,plant
Sentence: 246,epidemiologic,NN,O
Sentence: 246,and,CC,O
Sentence: 246,clinical,JJ,O
Sentence: 246,studies,NNS,O
Sentence: 246,suggest,VBP,O
Sentence: 246,that,IN,O
Sentence: 246,tomato,JJ,plant
Sentence: 246,consumption,NN,O
Sentence: 246,may,MD,O
Sentence: 246,reduce,VB,O
Sentence: 246,the,DT,O
Sentence: 246,risk,NN,O
Sentence: 246,of,IN,O
Sentence: 246,cancer,NN,disease
Sentence: 247,lycopene,NN,O
Sentence: 247,a,DT,O
Sentence: 247,hydrocarbon,NN,O
Sentence: 247,carotenoid,NN,O
Sentence: 247,is,VBZ,O
Sentence: 247,the,DT,O
Sentence: 247,major,JJ,O
Sentence: 247,carotenoid,NN,O
Sentence: 247,in,IN,O
Sentence: 247,tomato,NN,plant
Sentence: 247,tomato,NN,plant
Sentence: 247,es,NN,O
Sentence: 247,and,CC,O
Sentence: 247,as,IN,O
Sentence: 247,a,DT,O
Sentence: 247,potent,JJ,O
Sentence: 247,singlet,NN,O
Sentence: 247,oxygen,NN,O
Sentence: 247,quencher,NN,O
Sentence: 247,has,VBZ,O
Sentence: 247,been,VBN,O
Sentence: 247,considered,VBN,O
Sentence: 247,by,IN,O
Sentence: 247,some,DT,O
Sentence: 247,to,TO,O
Sentence: 247,be,VB,O
Sentence: 247,the,DT,O
Sentence: 247,biologically,RB,O
Sentence: 247,active,JJ,O
Sentence: 247,agent,NN,O
Sentence: 247,responsible,JJ,O
Sentence: 247,for,IN,O
Sentence: 247,the,DT,O
Sentence: 247,reduction,NN,O
Sentence: 247,of,IN,O
Sentence: 247,cancer,NN,disease
Sentence: 247,risk,NN,O
Sentence: 247,associated,VBN,O
Sentence: 247,with,IN,O
Sentence: 247,tomato,NN,plant
Sentence: 247,tomato,NN,plant
Sentence: 248,lycopene,NN,O
Sentence: 248,a,DT,O
Sentence: 248,hydrocarbon,NN,O
Sentence: 248,carotenoid,NN,O
Sentence: 248,is,VBZ,O
Sentence: 248,the,DT,O
Sentence: 248,major,JJ,O
Sentence: 248,carotenoid,NN,O
Sentence: 248,in,IN,O
Sentence: 248,tomatoes,NNS,plant
Sentence: 248,and,CC,O
Sentence: 248,as,IN,O
Sentence: 248,a,DT,O
Sentence: 248,potent,JJ,O
Sentence: 248,singlet,NN,O
Sentence: 248,oxygen,NN,O
Sentence: 248,quencher,NN,O
Sentence: 248,has,VBZ,O
Sentence: 248,been,VBN,O
Sentence: 248,considered,VBN,O
Sentence: 248,by,IN,O
Sentence: 248,some,DT,O
Sentence: 248,to,TO,O
Sentence: 248,be,VB,O
Sentence: 248,the,DT,O
Sentence: 248,biologically,RB,O
Sentence: 248,active,JJ,O
Sentence: 248,agent,NN,O
Sentence: 248,responsible,JJ,O
Sentence: 248,for,IN,O
Sentence: 248,the,DT,O
Sentence: 248,reduction,NN,O
Sentence: 248,of,IN,O
Sentence: 248,cancer,NN,disease
Sentence: 248,risk,NN,O
Sentence: 248,associated,VBN,O
Sentence: 248,with,IN,O
Sentence: 248,tomato,NN,O
Sentence: 249,objective,NN,O
Sentence: 249,to,TO,O
Sentence: 249,determine,VB,O
Sentence: 249,the,DT,O
Sentence: 249,lipid,JJ,O
Sentence: 249,lowering,VBG,O
Sentence: 249,effect,NN,O
Sentence: 249,of,IN,O
Sentence: 249,garlic,JJ,plant
Sentence: 249,powder,NN,O
Sentence: 249,tablets,NNS,O
Sentence: 249,in,IN,O
Sentence: 249,patients,NNS,O
Sentence: 249,with,IN,O
Sentence: 249,hypercholesterolemia,NN,disease
Sentence: 250,conclusion,NN,O
Sentence: 250,garlic,JJ,plant
Sentence: 250,powder,NN,O
Sentence: 250,900,CD,O
Sentence: 250,mg,NN,O
Sentence: 250,d,NN,O
Sentence: 250,treatment,NN,O
Sentence: 250,for,IN,O
Sentence: 250,12,CD,O
Sentence: 250,weeks,NNS,O
Sentence: 250,was,VBD,O
Sentence: 250,ineffective,JJ,O
Sentence: 250,in,IN,O
Sentence: 250,lowering,VBG,O
Sentence: 250,cholesterol,NN,O
Sentence: 250,levels,NNS,O
Sentence: 250,in,IN,O
Sentence: 250,patients,NNS,O
Sentence: 250,with,IN,O
Sentence: 250,hypercholesterolemia,NN,disease
Sentence: 251,the,DT,O
Sentence: 251,effects,NNS,O
Sentence: 251,of,IN,O
Sentence: 251,phenethyl,NN,O
Sentence: 251,isothiocyanate,NN,O
Sentence: 251,n,JJ,O
Sentence: 251,acetylcysteine,NN,O
Sentence: 251,and,CC,O
Sentence: 251,green,JJ,plant
Sentence: 251,tea,NN,plant
Sentence: 251,on,IN,O
Sentence: 251,tobacco,NN,O
Sentence: 251,smoke,NN,O
Sentence: 251,induced,VBD,O
Sentence: 251,lung,NN,disease
Sentence: 251,tumors,NNS,disease
Sentence: 251,in,IN,O
Sentence: 251,strain,NN,O
Sentence: 251,a,DT,O
Sentence: 251,j,NN,O
Sentence: 252,the,DT,O
Sentence: 252,effects,NNS,O
Sentence: 252,of,IN,O
Sentence: 252,phenethyl,NN,O
Sentence: 252,isothiocyanate,NN,O
Sentence: 252,n,JJ,O
Sentence: 252,acetylcysteine,NN,O
Sentence: 252,and,CC,O
Sentence: 252,green,JJ,O
Sentence: 252,tea,NN,O
Sentence: 252,on,IN,O
Sentence: 252,tobacco,NN,plant
Sentence: 252,smoke,NN,O
Sentence: 252,induced,VBD,O
Sentence: 252,lung,NN,disease
Sentence: 252,tumors,NNS,disease
Sentence: 252,in,IN,O
Sentence: 252,strain,NN,O
Sentence: 252,a,DT,O
Sentence: 252,j,NN,O
Sentence: 253,exposure,NN,O
Sentence: 253,to,TO,O
Sentence: 253,tobacco,VB,plant
Sentence: 253,smoke,NN,O
Sentence: 253,increased,VBN,O
Sentence: 253,lung,NN,O
Sentence: 253,tumor,NN,O
Sentence: 253,multiplicity,NN,O
Sentence: 253,to,TO,O
Sentence: 253,1,CD,O
Sentence: 253,1,CD,O
Sentence: 253,1,CD,O
Sentence: 253,6,CD,O
Sentence: 253,tumors,NNS,disease
Sentence: 253,tumors,NNS,disease
Sentence: 253,lung,VBP,O
Sentence: 253,significantly,RB,O
Sentence: 253,higher,JJR,O
Sentence: 253,than,IN,O
Sentence: 253,control,NN,O
Sentence: 253,values,VBZ,O
Sentence: 253,0,CD,O
Sentence: 253,5,CD,O
Sentence: 253,1,CD,O
Sentence: 253,0,CD,O
Sentence: 253,tumors,NNS,disease
Sentence: 253,tumors,NNS,disease
Sentence: 254,exposure,NN,O
Sentence: 254,to,TO,O
Sentence: 254,tobacco,VB,plant
Sentence: 254,smoke,NN,O
Sentence: 254,increased,VBN,O
Sentence: 254,lung,NN,O
Sentence: 254,tumor,NN,O
Sentence: 254,multiplicity,NN,O
Sentence: 254,to,TO,O
Sentence: 254,1,CD,O
Sentence: 254,1,CD,O
Sentence: 254,1,CD,O
Sentence: 254,6,CD,O
Sentence: 254,tumors,NNS,disease
Sentence: 254,tumors,NNS,disease
Sentence: 254,lung,VBP,O
Sentence: 254,significantly,RB,O
Sentence: 254,higher,JJR,O
Sentence: 254,than,IN,O
Sentence: 254,control,NN,O
Sentence: 254,values,VBZ,O
Sentence: 254,0,CD,O
Sentence: 254,5,CD,O
Sentence: 254,1,CD,O
Sentence: 254,0,CD,O
Sentence: 254,tumors,NNS,disease
Sentence: 254,tumors,NNS,disease
Sentence: 255,exposure,NN,O
Sentence: 255,to,TO,O
Sentence: 255,tobacco,VB,plant
Sentence: 255,smoke,NN,O
Sentence: 255,increased,VBN,O
Sentence: 255,lung,NN,disease
Sentence: 255,lung,NN,disease
Sentence: 255,tumor,NN,disease
Sentence: 255,tumor,NN,disease
Sentence: 255,multiplicity,NN,O
Sentence: 255,to,TO,O
Sentence: 255,1,CD,O
Sentence: 255,1,CD,O
Sentence: 255,1,CD,O
Sentence: 255,6,CD,O
Sentence: 255,tumors,NNS,O
Sentence: 255,lung,VBP,disease
Sentence: 255,lung,VBP,disease
Sentence: 255,significantly,RB,O
Sentence: 255,higher,JJR,O
Sentence: 255,than,IN,O
Sentence: 255,control,NN,O
Sentence: 255,values,VBZ,O
Sentence: 255,0,CD,O
Sentence: 255,5,CD,O
Sentence: 255,1,CD,O
Sentence: 255,0,CD,O
Sentence: 256,in,IN,O
Sentence: 256,positive,JJ,O
Sentence: 256,control,NN,O
Sentence: 256,experiments,NNS,O
Sentence: 256,peitc,VBP,O
Sentence: 256,significantly,RB,O
Sentence: 256,reduced,VBN,O
Sentence: 256,both,DT,O
Sentence: 256,lung,JJ,disease
Sentence: 256,tumor,NN,disease
Sentence: 256,multiplicity,NN,O
Sentence: 256,and,CC,O
Sentence: 256,incidence,NN,O
Sentence: 256,in,IN,O
Sentence: 256,mice,NN,O
Sentence: 256,treated,VBN,O
Sentence: 256,with,IN,O
Sentence: 256,the,DT,O
Sentence: 256,tobacco,NN,plant
Sentence: 256,smoke,VBD,O
Sentence: 256,specific,JJ,O
Sentence: 256,carcinogen,NN,O
Sentence: 256,4,CD,O
Sentence: 256,methylnitrosamino,NN,O
Sentence: 256,1,CD,O
Sentence: 256,3,CD,O
Sentence: 256,pyridyl,NN,O
Sentence: 256,1,CD,O
Sentence: 256,butanone,NN,O
Sentence: 256,nnk,NN,O
Sentence: 257,green,JJ,plant
Sentence: 257,tea,NN,plant
Sentence: 257,extract,NN,O
Sentence: 257,did,VBD,O
Sentence: 257,not,RB,O
Sentence: 257,reduce,VB,O
Sentence: 257,lung,NN,disease
Sentence: 257,tumor,NN,disease
Sentence: 257,multiplicity,NN,O
Sentence: 257,in,IN,O
Sentence: 257,animals,NNS,O
Sentence: 257,treated,VBN,O
Sentence: 257,with,IN,O
Sentence: 257,a,DT,O
Sentence: 257,single,JJ,O
Sentence: 257,dose,NN,O
Sentence: 257,of,IN,O
Sentence: 258,the,DT,O
Sentence: 258,efficacy,NN,O
Sentence: 258,of,IN,O
Sentence: 258,ginkgo,NN,plant
Sentence: 258,biloba,NN,plant
Sentence: 258,on,IN,O
Sentence: 258,cognitive,JJ,O
Sentence: 258,function,NN,O
Sentence: 258,in,IN,O
Sentence: 258,alzheimer,JJ,disease
Sentence: 258,disease,NN,disease
Sentence: 259,objective,NN,O
Sentence: 259,to,TO,O
Sentence: 259,determine,VB,O
Sentence: 259,the,DT,O
Sentence: 259,effect,NN,O
Sentence: 259,of,IN,O
Sentence: 259,treatment,NN,O
Sentence: 259,with,IN,O
Sentence: 259,ginkgo,JJ,plant
Sentence: 259,biloba,NNS,plant
Sentence: 259,extract,VBP,O
Sentence: 259,on,IN,O
Sentence: 259,objective,JJ,O
Sentence: 259,measures,NNS,O
Sentence: 259,of,IN,O
Sentence: 259,cognitive,JJ,O
Sentence: 259,function,NN,O
Sentence: 259,in,IN,O
Sentence: 259,patients,NNS,O
Sentence: 259,with,IN,O
Sentence: 259,alzheimer,JJ,O
Sentence: 259,disease,NN,O
Sentence: 259,ad,NN,disease
Sentence: 259,based,VBN,O
Sentence: 259,on,IN,O
Sentence: 259,formal,JJ,O
Sentence: 259,review,NN,O
Sentence: 259,of,IN,O
Sentence: 259,the,DT,O
Sentence: 259,current,JJ,O
Sentence: 260,objective,NN,O
Sentence: 260,to,TO,O
Sentence: 260,determine,VB,O
Sentence: 260,the,DT,O
Sentence: 260,effect,NN,O
Sentence: 260,of,IN,O
Sentence: 260,treatment,NN,O
Sentence: 260,with,IN,O
Sentence: 260,ginkgo,JJ,plant
Sentence: 260,biloba,NNS,plant
Sentence: 260,extract,VBP,O
Sentence: 260,on,IN,O
Sentence: 260,objective,JJ,O
Sentence: 260,measures,NNS,O
Sentence: 260,of,IN,O
Sentence: 260,cognitive,JJ,O
Sentence: 260,function,NN,O
Sentence: 260,in,IN,O
Sentence: 260,patients,NNS,O
Sentence: 260,with,IN,O
Sentence: 260,alzheimer,JJ,disease
Sentence: 260,disease,NN,disease
Sentence: 260,ad,NN,O
Sentence: 260,based,VBN,O
Sentence: 260,on,IN,O
Sentence: 260,formal,JJ,O
Sentence: 260,review,NN,O
Sentence: 260,of,IN,O
Sentence: 260,the,DT,O
Sentence: 260,current,JJ,O
Sentence: 261,methods,NNS,O
Sentence: 261,an,DT,O
Sentence: 261,attempt,NN,O
Sentence: 261,was,VBD,O
Sentence: 261,made,VBN,O
Sentence: 261,to,TO,O
Sentence: 261,identify,VB,O
Sentence: 261,all,DT,O
Sentence: 261,english,JJ,O
Sentence: 261,and,CC,O
Sentence: 261,non,JJ,O
Sentence: 261,english,JJ,O
Sentence: 261,language,NN,O
Sentence: 261,articles,NNS,O
Sentence: 261,in,IN,O
Sentence: 261,which,WDT,O
Sentence: 261,g,NN,plant
Sentence: 261,g,NN,plant
Sentence: 261,g,NN,plant
Sentence: 261,g,NN,plant
Sentence: 261,g,NN,plant
Sentence: 261,g,NN,plant
Sentence: 261,g,NN,plant
Sentence: 261,biloba,NN,plant
Sentence: 261,extract,NN,O
Sentence: 261,was,VBD,O
Sentence: 261,given,VBN,O
Sentence: 261,to,TO,O
Sentence: 261,subjects,NNS,O
Sentence: 261,with,IN,O
Sentence: 261,dementia,NN,disease
Sentence: 261,or,CC,O
Sentence: 261,cognitive,NN,O
Sentence: 262,methods,NNS,O
Sentence: 262,an,DT,O
Sentence: 262,attempt,NN,O
Sentence: 262,was,VBD,O
Sentence: 262,made,VBN,O
Sentence: 262,to,TO,O
Sentence: 262,identify,VB,O
Sentence: 262,all,DT,O
Sentence: 262,english,JJ,O
Sentence: 262,and,CC,O
Sentence: 262,non,JJ,O
